 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,8,206,9.6569,92.799
2,12,192,6.8284,61.4558
3,16,205,4.8284,179.9533
4,30,221,5.6569,292.3797
5,40,170,8.4142,150.3553
6,44,224,10.4142,0
7,51,21,3.8284,0
8,57,41,9.2426,0
9,64,27,7.6569,0
10,71,46,13.6569,0
11,100,157,38.2843,0
12,71,170,35.2132,0
13,80,181,32.8701,0
14,127,134,17.3137,0
15,141,126,11.0711,0
16,152,116,10.0711,0
17,141,126,6.2426,0
18,122,133,5.4142,0
19,78,33,18.7279,0
20,95,32,14.4853,0
21,87,13,7.8284,0
22,94,19,6.2426,0
23,82,13,5,0
24,88,9,4.4142,0
25,79,159,5.8284,0
26,90,147,3,0
27,103,55,52.5269,0
28,108,53,8.2426,0
29,120,30,12.4853,0
30,120,49,29.8701,0
31,131,44,26.6274,0
32,133,29,5.4142,0
33,149,5,5.8284,0
34,160,61,8.6569,0
35,166,131,18.7279,0
36,184,118,5,0
37,188,198,5.8284,0
38,188,241,6,0
39,193,187,13.2426,0
40,196,218,10.4853,0
41,200,159,18.0711,0
42,202,112,5.4142,0
43,208,165,11.2426,0
44,208,193,4,0
45,209,71,17.7279,0
46,211,185,5.8284,0
47,227,219,11.6569,0
48,215,211,8.2426,0
49,218,207,5.8284,0
50,221,98,8.2426,0
51,223,229,3,0
52,232,54,7.2426,0
53,238,248,3,0
54,238,265,11.8284,0
55,243,188,5,0
56,245,61,7,0
57,245,248,3,0
58,251,250,7.8284,0
59,259,236,5.8284,0
60,266,300,13.0711,0
61,285,179,11.2426,0
62,299,282,9.2426,0
