 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,280,2.8284,127.0833
2,1,318,2.8284,553.4752
3,4,308,18.1421,0
4,10,288,2.8284,0
5,17,308,26.3137,0
6,18,289,5.8284,0
7,21,295,5.6569,0
8,26,227,17.5563,0
9,36,227,3.4142,0
10,40,244,4.2426,0
11,46,252,4.8284,0
12,64,278,3,0
13,101,217,36.4558,0
14,65,257,22.5563,0
15,78,241,2.8284,0
16,74,272,11.2426,0
17,81,146,1.4142,0
18,88,153,10.4853,0
19,94,152,6.2426,0
20,106,246,2.4142,0
21,108,176,3.8284,0
22,109,168,3.8284,0
23,113,139,13,0
24,114,161,5.4142,0
25,114,244,19.3137,0
26,121,120,15.3137,0
27,157,202,4.8284,0
28,174,186,22.9706,0
29,184,173,19.2426,0
30,185,56,3.4142,0
31,187,68,4.8284,0
32,228,45,24.7279,0
33,216,46,13.8284,0
34,206,63,11.0711,0
35,221,168,7.4142,0
36,222,29,4.8284,0
37,224,66,4.8284,0
38,231,59,10.0711,0
39,235,40,6.6569,0
40,241,85,8.6569,0
41,242,141,14.8284,0
42,244,111,11.8284,0
43,244,136,20.8995,0
44,276,131,17.6569,0
45,270,133,8.8284,0
46,254,135,5.4142,0
47,260,86,5.4142,0
48,261,108,5.4142,0
49,262,139,14.4142,0
50,266,91,7.2426,0
51,268,112,2.8284,0
52,292,129,7.4142,0
53,281,134,6.8284,0
54,280,129,5.4142,0
55,284,94,6.4142,0
