 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,59,98,6.2426,319.3087
2,69,89,12.4853,199.2254
3,69,268,50.6274,239.8112
4,78,206,19.3137,215.6102
5,95,214,12.8995,0
6,90,232,10.0711,0
7,85,224,2.4142,0
8,75,284,5.4142,0
9,83,205,12.4853,0
10,103,290,10.0711,0
11,100,301,5.8284,0
12,107,301,4.2426,0
13,101,297,3.4142,0
14,104,47,44.7696,0
15,117,121,1.4142,0
16,129,79,5,0
17,129,119,2.4142,0
18,134,83,4,0
19,134,248,11,0
20,136,72,8.8284,0
21,139,306,13.2426,0
22,142,113,10.4142,0
23,143,129,14.7279,0
24,150,140,30.0711,0
25,161,134,9.0711,0
26,180,181,30.2132,0
27,183,39,38.6274,0
28,205,227,9.8284,0
29,225,116,1,0
30,231,96,10,0
