 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,35,195,35.9706,32.0711
2,48,192,9.0711,0
3,60,178,9.8284,0
4,63,173,36.3137,0
5,65,198,4.4142,0
6,70,190,21.3137,0
7,74,202,11.0711,0
8,85,202,3.8284,0
9,85,223,28.3137,0
10,108,200,11.6569,0
11,92,201,6.8284,0
12,101,213,6.8284,0
13,97,204,5.2426,0
