 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,72,306,6.6569,299.2376
2,79,197,8.4142,40.4853
3,81,215,5.4142,4.2426
4,95,296,6.8284,0
5,107,268,1,0
6,121,275,10.6569,0
7,127,138,35.8995,0
8,134,139,2.4142,0
9,139,235,2.4142,0
10,141,209,2,0
11,142,270,5,0
12,147,213,3.8284,0
13,155,221,14.6569,0
14,161,239,5,0
15,173,219,10,0
16,182,232,2,0
