 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,28,276,4.8284,444.8183
2,47,173,19.8284,50.3848
3,61,167,5.4142,4.2426
4,66,255,21.4853,0
5,71,300,15.6569,0
6,77,242,4.8284,0
7,78,162,5.4142,0
8,87,251,4.4142,0
9,123,164,2.4142,0
10,138,215,6,0
11,152,104,9.6569,0
12,139,89,8.2426,0
13,144,95,5.8284,0
14,142,96,5.6569,0
15,145,93,2.4142,0
16,142,96,2.4142,0
17,144,67,15.8284,0
18,248,207,33.9706,0
19,209,196,20.3137,0
20,209,196,11.2426,0
21,206,196,3,0
