 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,9,142,12.4853,124.2254
2,32,46,13.4853,173.1543
3,43,251,6.4142,237.6518
4,45,130,4,140.1127
5,48,100,30.2132,69.9706
6,59,263,4.8284,64.9706
7,73,45,12.8995,7.6569
8,93,101,8.4142,109.669
9,98,167,16.4853,112.4558
10,122,170,11.2426,152.8406
11,116,177,5.6569,57.9706
12,103,181,13.0711,217.3259
13,106,57,4.2426,160.6396
14,117,74,6.8284,158.7401
15,120,36,12.0711,109.1838
16,133,34,4.2426,0
17,128,29,2.8284,0
18,120,120,6.4142,0
19,124,318,19.6569,0
20,126,142,14.6569,0
21,129,299,9.8284,0
22,133,190,13.2426,0
23,135,202,9.6569,0
24,135,209,7.8284,0
25,141,181,10.8995,0
26,143,29,11.4853,0
27,148,134,3,0
28,159,175,19.8995,0
29,164,257,6.2426,0
30,178,252,4.8284,0
31,186,75,7.2426,0
32,196,269,11.2426,0
33,204,177,3.8284,0
34,206,221,12.2426,0
35,210,231,10.2426,0
36,224,236,8.6569,0
37,212,237,6.8284,0
38,216,226,5.2426,0
39,210,295,9.8284,0
40,215,188,3.4142,0
41,215,242,8.2426,0
42,230,206,8.6569,0
43,237,117,11.8284,0
44,238,134,5.4142,0
45,241,148,8.6569,0
46,250,137,4.2426,0
47,258,191,19.1421,0
48,265,216,3.4142,0
49,267,85,2.4142,0
50,270,276,6.2426,0
51,274,195,4.4142,0
52,276,90,4.4142,0
53,290,99,5.2426,0
54,290,270,3.8284,0
55,297,185,5.4142,0
56,299,226,8.4142,0
57,299,278,7.2426,0
58,303,126,11.4142,0
59,304,233,6.6569,0
60,306,189,5.8284,0
61,314,230,5.4142,0
