 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,37,1,97.3553
2,15,318,8.8284,12.2426
3,24,313,4.8284,19.2426
4,20,318,3,139.4264
5,53,6,17.4853,372.5807
6,50,3,4.2426,225.9533
7,64,104,16.2426,0
8,64,120,8.0711,0
9,65,261,3.4142,0
10,71,259,7,0
11,73,225,3.8284,0
12,75,84,9.8284,0
13,80,24,4.8284,0
14,82,225,4,0
15,104,118,4.2426,0
16,109,120,12.8284,0
17,129,114,16.1421,0
18,149,156,3.4142,0
19,199,206,18.4853,0
20,169,211,16.0711,0
21,191,210,10.2426,0
22,180,126,3,0
23,189,120,4.4142,0
24,197,119,1,0
25,200,172,2.4142,0
26,201,64,14.0711,0
27,206,150,19.4853,0
28,206,150,18.3137,0
29,203,146,5.2426,0
30,212,167,2,0
31,220,70,5.4142,0
32,224,83,18.4853,0
33,237,221,3,0
34,248,207,10.0711,0
35,258,151,1,0
36,266,187,10.2426,0
37,271,183,17.1421,0
38,275,165,11.2426,0
39,286,166,4.4142,0
40,287,161,2.4142,0
