 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,47,244,50.598,291.066
2,145,159,15.4853,166.8823
3,163,140,14.8995,0
4,187,169,6.8284,0
5,195,207,10.6569,0
6,227,235,20.0711,0
7,284,233,18.0711,0
8,310,237,3.8284,0
