 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,93,164,58.1127,363.3087
2,68,213,7.8284,0
3,71,207,3.4142,0
4,73,193,6.2426,0
5,73,213,15.8995,0
6,78,233,12.8995,0
7,89,244,3.8284,0
8,89,240,2.4142,0
9,81,221,2.4142,0
10,88,221,9.2426,0
11,90,195,8.2426,0
12,93,160,7.6569,0
13,113,239,2,0
14,119,123,23.8995,0
15,124,226,4.4142,0
16,132,229,4.8284,0
17,166,228,8.6569,0
18,155,229,4.4142,0
19,161,226,2.8284,0
20,156,244,9.6569,0
21,166,236,5.4142,0
22,161,237,2.8284,0
23,166,205,9.6569,0
24,170,233,32.2843,0
25,175,99,7.6569,0
26,177,214,12.8995,0
27,184,180,6.6569,0
28,198,90,7.8284,0
29,185,94,7.6569,0
30,194,96,5.2426,0
31,192,205,6.2426,0
32,195,171,32.8995,0
33,202,95,3.4142,0
34,204,155,12.8284,0
35,205,107,5,0
36,205,133,13,0
