 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,100,104,11.4853,366.5219
2,84,104,11.0711,40.0711
3,87,97,5.8284,0
4,87,97,5.2426,0
5,85,95,2.8284,0
6,85,69,11.3137,0
7,121,160,11.6569,0
8,104,166,10.6569,0
9,117,159,7.8284,0
10,107,178,4.8284,0
11,108,143,10.2426,0
12,108,185,11.0711,0
13,116,172,9.2426,0
14,119,133,8.2426,0
15,122,192,10.6569,0
16,126,241,32.1421,0
17,138,205,1,0
18,154,63,12.2426,0
19,157,65,9.8284,0
20,148,68,9.2426,0
21,163,51,7.2426,0
22,159,70,5.8284,0
23,154,63,3.8284,0
24,149,210,8.4142,0
25,157,195,8.2426,0
26,165,63,8.6569,0
27,167,44,12.2426,0
28,228,202,41.8701,0
29,193,166,13.8995,0
30,188,177,13.6569,0
31,198,141,5.4142,0
32,213,205,10.6569,0
33,214,200,5.8284,0
34,235,212,2.8284,0
35,239,230,11.0711,0
36,244,208,10.0711,0
37,245,242,7.4142,0
38,252,187,14.4853,0
39,252,221,24.1421,0
40,258,216,2,0
41,277,205,5.4142,0
