 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,96,40,6.8284,127.0833
2,103,64,3.8284,142.0538
3,107,36,3.8284,115.1838
4,118,81,7.4142,0
5,131,32,9.0711,0
6,131,180,4.4142,0
7,132,189,14.7279,0
8,152,198,11.8284,0
9,145,207,8.6569,0
10,136,166,6,0
11,140,152,10.2426,0
12,157,71,18.4853,0
13,171,69,9.2426,0
14,171,69,5.8284,0
15,173,79,5,0
16,158,248,9,0
17,183,129,15.3137,0
18,185,144,6.4142,0
19,186,134,6.2426,0
