 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,136,54,21.8995,28.4853
2,115,44,12.0711,25.8284
3,110,59,10.0711,32.0711
4,114,262,3.8284,199.7107
5,121,245,9.6569,256.5807
6,124,147,5.6569,0
7,125,155,2.4142,0
8,125,264,5.2426,0
9,128,247,3,0
10,130,287,5.2426,0
11,141,166,19.3071,0
12,136,190,17.8995,0
13,131,171,14.3071,0
14,135,183,10.2426,0
15,135,183,8.2426,0
16,155,306,11.8284,0
17,146,309,8.0711,0
18,151,318,3,0
19,149,35,3.8284,0
20,166,122,6.4142,0
21,177,256,3.4142,0
22,185,257,13.8284,0
23,198,99,4.8284,0
24,213,97,7.8284,0
25,221,96,5.4142,0
26,222,34,3.4142,0
27,237,62,5.4142,0
28,245,292,28.7279,0
29,258,314,2.8284,0
