 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,27,206,13.3137,116.1127
2,7,215,11.8284,241.5685
3,20,217,2.8284,113.9117
4,30,209,15.3137,262.5391
5,43,258,18,0
6,49,254,12,0
7,64,139,20.3137,0
8,97,254,35,0
9,97,258,18,0
10,98,146,71.2132,0
11,159,131,9.6569,0
12,171,139,9.6569,0
13,98,233,13.0711,0
14,116,241,23.7279,0
15,123,204,5,0
16,123,258,7,0
17,143,284,5.2426,0
18,147,294,7.2426,0
19,158,116,13.0711,0
20,175,270,10.4853,0
21,187,287,4.8284,0
22,190,246,3.8284,0
23,193,60,6.8284,0
24,196,77,13.4853,0
25,197,82,6.0198,0
26,196,72,4.2426,0
27,196,77,3.8284,0
28,194,76,2.4142,0
29,201,163,3.4142,0
30,200,159,2.4142,0
31,197,161,2,0
32,220,57,6.4142,0
33,221,71,4.8284,0
34,247,163,3.4142,0
35,252,160,5.4142,0
36,250,167,3.8284,0
37,256,166,3.4142,0
38,254,135,7.8284,0
39,260,146,9.8284,0
40,269,143,4.4142,0
