 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,38,100,22.8995,39.8995
2,55,113,13.4853,236.9239
3,55,123,8.0711,56.964
4,46,127,4.8284,169.9117
5,59,118,9.8284,133.669
6,78,247,5.4142,0
7,79,255,32.7279,0
8,111,262,10.6569,0
9,113,253,6.2426,0
10,82,84,10,0
11,108,244,3.8284,0
12,117,275,5.2426,0
13,137,109,13.4853,0
14,119,100,11.0711,0
15,119,109,7.8284,0
16,127,245,3.4142,0
17,142,109,19.8284,0
18,143,240,5.2426,0
19,155,143,9.2426,0
20,157,245,6,0
21,157,279,14.0711,0
22,168,273,11.0711,0
23,176,285,8.2426,0
24,159,131,12.6569,0
25,162,238,40.5269,0
26,169,110,6,0
27,175,213,8.0711,0
28,182,283,7.8284,0
29,188,203,30.2132,0
30,196,133,4,0
31,200,149,9.2426,0
32,199,159,3.4142,0
33,196,157,1,0
34,198,219,11.0711,0
35,204,163,6.4142,0
36,206,207,5.8284,0
37,206,217,14.6569,0
38,207,212,5.4142,0
39,212,215,15.4853,0
40,216,225,5.4142,0
41,232,113,9.8284,0
42,238,95,12.4142,0
43,244,123,9.2426,0
44,263,135,23.5563,0
45,273,131,12.4853,0
46,281,114,8.0711,0
47,260,141,7.2426,0
48,280,122,4.8284,0
49,261,116,4.8284,0
50,263,107,4.4142,0
51,302,27,6,0
