model,IOU,DICE,PRECISION,RECALL,F1,MSE,Filo # difference,Filo # abs difference,Filo len difference,Filo len abs difference,Single filo # diff,Single filo # abs diff,Fused filo # diff,Fused filo # abs diff
fold 4,0.4747903993829 ± 0.0833600964980819,0.6394530384280472 ± 0.07829449137021903,0.7037251776092543 ± 0.08166960429771968,0.5927052399591941 ± 0.10102922478477379,0.6394530384280472 ± 0.07829449137021904,0.024035158 ± 0.0067232293,-6.0 ± 9.338094023943002,8.4 ± 7.255342858886822,-224.0 ± 153.79076695302615,224.0 ± 153.79076695302615,1.4 ± 5.3516352641038605,5.4 ± 1.2,-1.6 ± 1.8547236990991407,1.6 ± 1.8547236990991407
fold 5,0.49042352577017423 ± 0.06390601676742501,0.6555521144982621 ± 0.05945698088468049,0.7516607595981692 ± 0.03117429271630937,0.5859968031581193 ± 0.08147284570433397,0.6555521144982621 ± 0.059456980884680516,0.019648438 ± 0.00761869,-4.0 ± 5.89915248150105,6.4 ± 3.1368774282716245,-96.2 ± 121.97606322553618,111.8 ± 107.85805486842416,4.6 ± 3.3823069050575527,4.6 ± 3.3823069050575527,-0.6 ± 0.8,0.6 ± 0.8
fold 6,0.40479108727017526 ± 0.11134293095467214,0.5665794559959404 ± 0.12287354973149174,0.6248954582723967 ± 0.10643866737456364,0.5723477391312857 ± 0.17626328533847357,0.5665794559959404 ± 0.12287354973149175,0.009935547 ± 0.005610953,-1.2 ± 6.675327707311454,6.0 ± 3.1622776601683795,25.8 ± 116.54595660081905,77.0 ± 91.21184133652824,-2.0 ± 3.286335345030997,3.2 ± 2.1354156504062622,0.2 ± 1.32664991614216,1.0 ± 0.8944271909999159
fold 7,0.48241073978595256 ± 0.09369053778234664,0.6451174084585818 ± 0.09079696778858382,0.6577109090507207 ± 0.17478217823652037,0.6854502263886443 ± 0.08664013410141369,0.6451174084585818 ± 0.09079696778858384,0.019365232 ± 0.011602898,-6.4 ± 4.6303347611160905,6.4 ± 4.6303347611160905,-85.2 ± 231.39524627787839,209.2 ± 130.5303029951283,-1.4 ± 9.414881836751857,8.6 ± 4.079215610874228,0.6 ± 1.3564659966250538,1.4 ± 0.4898979485566356
fold 8,0.5491428054272245 ± 0.05143142243713336,0.7075473413655086 ± 0.04267318028695637,0.760978026116564 ± 0.06486232576052547,0.664872435068294 ± 0.05107691687963827,0.7075473413655086 ± 0.04267318028695638,0.007515625 ± 0.0031322767,-6.4 ± 1.3564659966250536,6.4 ± 1.3564659966250536,-44.2 ± 18.059900331950892,44.2 ± 18.059900331950892,-0.4 ± 3.555277766926235,2.8 ± 2.227105745132009,-1.0 ± 1.0954451150103321,1.4 ± 0.4898979485566356
fold 9,0.5068268740158502 ± 0.0387815150470702,0.671824128229017 ± 0.034331194412637024,0.7317978725830788 ± 0.05008029065046673,0.6228226018289161 ± 0.038436796276786804,0.6718241282290169 ± 0.034331194412636976,0.0066816406 ± 0.0024559055,-4.6 ± 4.841487374764082,4.6 ± 4.841487374764082,-43.2 ± 46.1016268693416,50.0 ± 38.621237680840835,-0.4 ± 3.6660605559646715,2.8 ± 2.4,-1.0 ± 0.8944271909999159,1.0 ± 0.8944271909999159
fold 10,0.44900339193612177 ± 0.10884885461468592,0.6122047955866832 ± 0.10057605515503047,0.7310775339562642 ± 0.059898559820137844,0.5507641853939518 ± 0.158790750945217,0.6122047955866832 ± 0.10057605515503047,0.0132734375 ± 0.0074906796,-14.4 ± 14.499655168313486,16.8 ± 11.634431657799189,-166.8 ± 139.1149165258708,171.2 ± 133.66285946365207,2.2 ± 5.844655678480984,5.8 ± 2.3151673805580453,-2.6 ± 4.2708313008125245,3.0 ± 4.0
UNet++ timm-resnest101e jaccard 10
fold 1,0.5265583095228421 ± 0.1121607026940435,0.6824869106407263 ± 0.10046655600358893,0.758639850910263 ± 0.1019610929515465,0.6213028768138699 ± 0.10114623022915817,0.6824869106407263 ± 0.10046655600358893,0.016664062 ± 0.011625713,-7.4 ± 6.086049621881176,7.4 ± 6.086049621881176,-87.0 ± 94.24011884542591,91.8 ± 89.57097744247295,0.2 ± 4.445222154178574,3.4 ± 2.8705400188814645,-1.0 ± 0.8944271909999159,1.0 ± 0.8944271909999159
fold 2,0.5321481798520824 ± 0.05324810176258531,0.6931228851614658 ± 0.043760435599586305,0.8094636185102164 ± 0.059940892650314645,0.6077265999704439 ± 0.0441825848633795,0.6931228851614658 ± 0.04376043559958634,0.014769532 ± 0.0060338555,-6.4 ± 5.817215828899594,7.6 ± 4.127953488110059,-129.6 ± 42.87003615580468,129.6 ± 42.87003615580468,6.0 ± 3.847076812334269,6.4 ± 3.1368774282716245,-2.2 ± 0.9797958971132712,2.2 ± 0.9797958971132712
fold 3,0.6004606411044155 ± 0.0951135556106779,0.7455863804290862 ± 0.08038201706554335,0.7875188029434634 ± 0.07445211719572946,0.7167752489163786 ± 0.11245243329664786,0.7455863804290862 ± 0.08038201706554335,0.021376953 ± 0.016935395,-16.0 ± 17.944358444926362,16.8 ± 17.19767426136453,-257.4 ± 175.33351077304076,257.4 ± 175.33351077304076,-0.4 ± 7.2277243998370615,5.2 ± 5.035871324805669,-2.8 ± 1.8330302779823362,2.8 ± 1.8330302779823362
fold 4,0.4611078631881062 ± 0.10094071431866482,0.62441774278921 ± 0.09788779916354565,0.7245295654002961 ± 0.08890962661987031,0.5569277055640928 ± 0.11740822820588895,0.62441774278921 ± 0.09788779916354565,0.023896486 ± 0.0070199724,-8.4 ± 9.666436778875658,9.2 ± 8.908422980528034,-248.8 ± 127.46042523073584,248.8 ± 127.46042523073584,2.0 ± 8.532291603080617,7.6 ± 4.363484845854286,-2.0 ± 2.1908902300206643,2.4 ± 1.7435595774162693
fold 5,0.5180649463818523 ± 0.06407762624408979,0.6801059575737103 ± 0.05754603331594635,0.7501581921912222 ± 0.028178943596082025,0.6271134602348307 ± 0.08465520351203182,0.6801059575737103 ± 0.05754603331594636,0.018785158 ± 0.0071918154,-6.8 ± 7.884161337770808,6.8 ± 7.884161337770808,-95.4 ± 134.57726405303387,114.6 ± 118.65513052540123,0.4 ± 5.4258639865002145,4.0 ± 3.687817782917155,-1.2 ± 0.9797958971132713,1.2 ± 0.9797958971132713
fold 6,0.3856517141433438 ± 0.10285697549976731,0.5482736344578071 ± 0.11280232206375075,0.6425806616890795 ± 0.18127537016003528,0.5693536887785478 ± 0.18285014165051883,0.548273634457807 ± 0.11280232206375072,0.01158789 ± 0.0081036445,-2.2 ± 7.386474125047755,6.2 ± 4.578209256903839,20.2 ± 131.68659764759664,91.8 ± 96.5513334967467,-4.2 ± 7.222188034107115,5.8 ± 6.013318551349163,0.6 ± 1.2,1.0 ± 0.8944271909999159
fold 7,0.45466212529773903 ± 0.10073966344720701,0.6182156609620909 ± 0.0998462026664978,0.6530439645775428 ± 0.19050502197972877,0.6602355417354614 ± 0.12526126989217257,0.6182156609620909 ± 0.09984620266649781,0.020902343 ± 0.012586169,-8.8 ± 4.707440918375928,8.8 ± 4.707440918375928,-61.6 ± 213.4990398104872,194.4 ± 107.63382368010532,-3.6 ± 9.264987857520376,7.6 ± 6.406246951218787,0.4 ± 1.019803902718557,0.8 ± 0.7483314773547883
fold 8,0.506561203634966 ± 0.0675656063738758,0.6697739316256804 ± 0.06027960990796669,0.7922336783670405 ± 0.05538278427837256,0.5825397503519184 ± 0.07070244724854227,0.6697739316256804 ± 0.06027960990796662,0.007871093 ± 0.0034579304,-6.4 ± 2.33238075793812,6.4 ± 2.33238075793812,-73.0 ± 46.95955706775778,73.0 ± 46.95955706775778,2.2 ± 3.7629775444453557,3.8 ± 2.1354156504062622,-2.0 ± 1.6733200530681511,2.0 ± 1.6733200530681511
fold 9,0.5112863286597185 ± 0.04023804702949117,0.6757094960611802 ± 0.03435827747863973,0.6679123265865254 ± 0.06739491528115453,0.689681140817324 ± 0.0361067848015676,0.6757094960611802 ± 0.03435827747863975,0.00709375 ± 0.0021511044,-6.8 ± 2.7129319932501077,6.8 ± 2.7129319932501077,-41.4 ± 41.010242623032596,43.8 ± 38.436441042323366,-2.8 ± 4.995998398718719,4.0 ± 4.09878030638384,-0.6 ± 1.019803902718557,1.0 ± 0.6324555320336759
fold 10,0.4879948467324885 ± 0.07497359419540783,0.6526234191733172 ± 0.0652969052031963,0.6925267251910177 ± 0.07992249696710767,0.6441431167060734 ± 0.13823796532522395,0.6526234191733171 ± 0.06529690520319628,0.013638672 ± 0.008186036,-10.2 ± 11.685888926393234,13.4 ± 7.812809993849845,-83.6 ± 81.25416912380558,96.4 ± 65.5609639953532,5.2 ± 3.9191835884530852,5.6 ± 3.32264954516723,-2.8 ± 2.7856776554368237,2.8 ± 2.7856776554368237
