model,IOU,DICE,PRECISION,RECALL,F1,MSE,Filo # difference,Filo # abs difference,Filo len difference,Filo len abs difference,Single filo # diff,Single filo # abs diff,Fused filo # diff,Fused filo # abs diff
Unet++ timm-resnest101e jaccard
fold 10,  0.479387191192965 ± 0.08512995842295579 , 0.6437864898738294 ± 0.07485240376645554 , 0.6823146650869298 ± 0.08851164113133443 , 0.644227426578088 ± 0.15467144958995122 , 0.6437864898738294 ± 0.07485240376645556 , 0.013501952 ± 0.0072966367 , -9.6 ± 10.131140113531151 , 12.0 ± 7.127411872482185 , -117.0 ± 124.70445060221388 , 136.2 ± 103.39129557172596 , 4.0 ± 9.20869154657707 , 8.0 ± 6.06630035524124 , -2.6 ± 4.715930449020639 , 2.6 ± 4.715930449020639

PSPNet timm-resnest101e jaccard
fold 1,  0.4774557765278072 ± 0.13952713439207462 , 0.6335405937628783 ± 0.13545004176145836 , 0.7699296760171673 ± 0.133925525477119 , 0.5428992738093132 ± 0.1352983316817698 , 0.6335405937628783 ± 0.13545004176145836 , 0.017716797 ± 0.012074636 , -6.8 ± 7.277362159464101 , 6.8 ± 7.277362159464101 , -130.4 ± 160.14443480808194 , 130.4 ± 160.14443480808194 , 4.0 ± 1.8973665961010275 , 4.0 ± 1.8973665961010275 , -1.6 ± 0.8 , 1.6 ± 0.8
fold 2,  0.5308306674648446 ± 0.046458049155785344 , 0.6923414860728079 ± 0.03883974555262223 , 0.7863894845601992 ± 0.06456060717364913 , 0.6192087354602592 ± 0.025098393014320434 , 0.6923414860728079 ± 0.03883974555262227 , 0.015408203 ± 0.0067941565 , -8.6 ± 8.97997772825746 , 11.0 ± 5.796550698475776 , -135.0 ± 49.66689037980937 , 135.0 ± 49.66689037980937 , 1.8 ± 1.1661903789690602 , 1.8 ± 1.1661903789690602 , -2.0 ± 1.2649110640673518 , 2.0 ± 1.2649110640673518
fold 3,  0.6041883250824324 ± 0.10524964283185602 , 0.7474453476016127 ± 0.08875707222845973 , 0.7576886691239175 ± 0.0964609342851626 , 0.7470471167330156 ± 0.11447735200353466 , 0.7474453476016127 ± 0.08875707222845974 , 0.022457032 ± 0.01873794 , -13.8 ± 10.57166022912201 , 13.8 ± 10.57166022912201 , -239.2 ± 104.49382756890476 , 239.2 ± 104.49382756890476 , 1.4 ± 2.870540018881465 , 2.6 ± 1.8547236990991407 , -3.4 ± 3.49857113690718 , 3.4 ± 3.49857113690718
fold 4,  0.47676025884829276 ± 0.11010013425102272 , 0.6380997948238575 ± 0.10194063169729518 , 0.6616701287090543 ± 0.10726312580978598 , 0.6259619750295355 ± 0.12241198799139787 , 0.6380997948238576 ± 0.10194063169729518 , 0.024970701 ± 0.006816684 , -1.0 ± 10.807404868885037 , 9.8 ± 4.66476151587624 , -105.2 ± 137.03342657906498 , 138.8 ± 102.85796031421195 , 2.6 ± 6.019966777316965 , 6.2 ± 2.1354156504062622 , -0.2 ± 1.7204650534085253 , 1.4 ± 1.019803902718557
fold 5,  0.5171677978377833 ± 0.029249114733875602 , 0.681263741557929 ± 0.0254447372269269 , 0.79133756228153 ± 0.028746496330873724 , 0.6006531290884947 ± 0.04475988810738885 , 0.681263741557929 ± 0.0254447372269269 , 0.01816992 ± 0.0071948646 , -5.0 ± 6.6332495807108 , 6.2 ± 5.528109984434102 , -117.8 ± 133.65986682620928 , 117.8 ± 133.65986682620928 , 1.4 ± 2.244994432064365 , 2.2 ± 1.469693845669907 , -0.6 ± 1.019803902718557 , 1.0 ± 0.6324555320336759
fold 6,  0.3861784420688803 ± 0.15382618905890627 , 0.5387812708011948 ± 0.16710353782935153 , 0.6821178923646711 ± 0.17993877983121595 , 0.5503169616204717 ± 0.24414543966160523 , 0.5387812708011948 ± 0.16710353782935153 , 0.010851562 ± 0.007539081 , -7.4 ± 10.05186549850325 , 10.6 ± 6.590902821313632 , -9.4 ± 143.12875322589795 , 119.0 ± 80.08245750474944 , -7.8 ± 4.707440918375928 , 7.8 ± 4.707440918375928 , 0.2 ± 1.7204650534085253 , 1.4 ± 1.019803902718557
fold 7,  0.440008309458049 ± 0.08945037138756703 , 0.6058987963091412 ± 0.08417163074342421 , 0.6797869127891618 ± 0.15768149706342058 , 0.5772961428063086 ± 0.09246794542054196 , 0.6058987963091412 ± 0.0841716307434242 , 0.01808789 ± 0.010388189 , -7.0 ± 5.0990195135927845 , 7.0 ± 5.0990195135927845 , -105.0 ± 163.6300705860631 , 172.2 ± 90.26051185319082 , -0.2 ± 10.684568311354464 , 8.6 ± 6.343500610861482 , 0.0 ± 1.4142135623730951 , 1.2 ± 0.7483314773547883
fold 8,  0.5156580440438351 ± 0.06325261429324999 , 0.6781525655067863 ± 0.05486197557616062 , 0.7729303684038138 ± 0.06390348532247735 , 0.6048940676248765 ± 0.05274486798583057 , 0.6781525655067863 ± 0.05486197557616058 , 0.007818359 ± 0.0032117155 , -6.8 ± 2.7129319932501073 , 6.8 ± 2.7129319932501073 , -58.6 ± 36.335106990347505 , 58.6 ± 36.335106990347505 , 1.0 ± 3.40587727318528 , 2.6 ± 2.4166091947189146 , -1.4 ± 1.3564659966250536 , 1.4 ± 1.3564659966250536
fold 9,  0.4999389681761214 ± 0.03770995006691804 , 0.6657845189286837 ± 0.03293749809353248 , 0.7353085348805277 ± 0.06997567883946665 , 0.6143981643854088 ± 0.04894897654482409 , 0.6657845189286837 ± 0.032937498093532525 , 0.0067851567 ± 0.0025231123 , -7.6 ± 3.2619012860600183 , 7.6 ± 3.2619012860600183 , -74.0 ± 31.285779517218362 , 74.0 ± 31.285779517218362 , -3.0 ± 5.019960159204453 , 4.2 ± 4.069397989875161 , -0.6 ± 0.8 , 0.6 ± 0.8
fold 10,  0.4507311754409374 ± 0.1111562648134972 , 0.6137779008994668 ± 0.09946765428279816 , 0.702849411384884 ± 0.07408953857527988 , 0.5814269068936533 ± 0.18564427882044315 , 0.6137779008994669 ± 0.09946765428279815 , 0.013597655 ± 0.007628319 , -10.6 ± 8.777243302996675 , 11.8 ± 7.0823724838503095 , -136.8 ± 131.6759659163357 , 150.8 ± 115.37833418800949 , 1.4 ± 6.343500610861483 , 5.4 ± 3.6110940170535577 , -2.0 ± 2.6076809620810595 , 2.0 ± 2.6076809620810595

PAN timm-resnest101e jaccard
fold 1,  0.5323883630255652 ± 0.12354742026841034 , 0.6861751473700729 ± 0.1077430270119746 , 0.7686651604480539 ± 0.12496181136369851 , 0.6275287573917344 ± 0.11413173718715304 , 0.6861751473700729 ± 0.1077430270119746 , 0.016144533 ± 0.010652721 , -7.6 ± 6.829348431585549 , 7.6 ± 6.829348431585549 , -144.0 ± 150.22915828826308 , 150.0 ± 144.23869106449905 , 2.0 ± 2.0976176963403033 , 2.4 ± 1.624807680927192 , -1.6 ± 1.3564659966250536 , 1.6 ± 1.3564659966250536
fold 2,  0.5490531213048718 ± 0.06055527639467393 , 0.7070087511923246 ± 0.04810080159526736 , 0.7851640228890275 ± 0.05402616559751653 , 0.6460689590970989 ± 0.0610448121650528 , 0.7070087511923245 ± 0.04810080159526731 , 0.014884765 ± 0.006350394 , -6.4 ± 6.770524351924303 , 7.2 ± 5.912698199637793 , -118.8 ± 67.49044376798837 , 118.8 ± 67.49044376798837 , 2.8 ± 3.7094473981982814 , 4.4 ± 1.4966629547095764 , -2.0 ± 1.5491933384829668 , 2.0 ± 1.5491933384829668
fold 3,  0.5929570949412658 ± 0.09615644515773021 , 0.7395889275157104 ± 0.08101618539041028 , 0.7646001140055947 ± 0.055660527877506215 , 0.7259049651110762 ± 0.12081143520282203 , 0.7395889275157104 ± 0.08101618539041029 , 0.021716798 ± 0.016403506 , -15.4 ± 15.001333274079341 , 15.4 ± 15.001333274079341 , -237.6 ± 171.81222308089724 , 237.6 ± 171.81222308089724 , 3.6 ± 2.4166091947189146 , 3.6 ± 2.4166091947189146 , -3.6 ± 3.9293765408777 , 3.6 ± 3.9293765408777
fold 4,  0.4598671421943955 ± 0.11054131944034892 , 0.6218834559088321 ± 0.10751709044427091 , 0.7274437420582028 ± 0.0840158637975252 , 0.5497601533973522 ± 0.12372772912266107 , 0.6218834559088321 ± 0.10751709044427096 , 0.023439452 ± 0.006314651 , -5.2 ± 11.443775600735973 , 10.4 ± 7.059745037889116 , -184.6 ± 115.66780018656877 , 184.6 ± 115.66780018656877 , 5.0 ± 7.745966692414834 , 7.4 ± 5.499090833947008 , -2.0 ± 2.1908902300206643 , 2.4 ± 1.7435595774162693
fold 5,  0.533522242351378 ± 0.03912209549985753 , 0.6949563161447498 ± 0.03358188684560219 , 0.7560663075192424 ± 0.05192507816280106 , 0.651120939639658 ± 0.06900092648042672 , 0.6949563161447498 ± 0.033581886845602205 , 0.018560547 ± 0.0077959653 , -5.0 ± 4.516635916254486 , 5.4 ± 4.029888335921977 , -42.8 ± 120.78642307809267 , 88.8 ± 92.38917685530052 , 1.0 ± 2.449489742783178 , 2.2 ± 1.4696938456699071 , -0.4 ± 0.48989794855663565 , 0.4 ± 0.48989794855663565
fold 6,  0.4155407551709809 ± 0.10471256483793431 , 0.5791646201726388 ± 0.10752722231624885 , 0.5801285687407582 ± 0.09775075377038137 , 0.6117069446468832 ± 0.15599818576505753 , 0.5791646201726388 ± 0.1075272223162489 , 0.010798828 ± 0.0064311083 , 0.8 ± 8.885943956609225 , 6.4 ± 6.216108107168021 , 37.0 ± 97.00927790680642 , 75.8 ± 70.95181463500423 , -4.2 ± 3.54400902933387 , 4.6 ± 3.006659275674582 , 1.0 ± 1.6733200530681511 , 1.4 ± 1.3564659966250536
fold 7,  0.46100348579445505 ± 0.08249862997495923 , 0.6267354394235676 ± 0.07707441406672978 , 0.6769749066518417 ± 0.17929851358195895 , 0.6360448041988747 ± 0.10655812933791582 , 0.6267354394235676 ± 0.07707441406672982 , 0.018927734 ± 0.01098137 , -9.6 ± 4.963869458396343 , 9.6 ± 4.963869458396343 , -88.0 ± 185.056748053131 , 176.4 ± 104.27387016889705 , -3.0 ± 9.633275663033837 , 9.0 ± 4.560701700396552 , 0.4 ± 0.48989794855663565 , 0.4 ± 0.48989794855663565
fold 8,  0.528680277622074 ± 0.05299593498393855 , 0.6901402009918414 ± 0.0444947175205173 , 0.7534031497161032 ± 0.09286224781167132 , 0.6445615539722134 ± 0.053710763852658695 , 0.6901402009918416 ± 0.0444947175205173 , 0.007830078 ± 0.0030391556 , -4.8 ± 2.039607805437114 , 4.8 ± 2.039607805437114 , -43.8 ± 28.12401109372559 , 43.8 ± 28.12401109372559 , 3.0 ± 3.0983866769659336 , 3.8 ± 2.039607805437114 , -1.8 ± 0.7483314773547883 , 1.8 ± 0.7483314773547883
fold 9,  0.48181863025576455 ± 0.04599713649098795 , 0.6490420780324594 ± 0.04076726352848242 , 0.7301507363004939 ± 0.044783835450236224 , 0.5861477781815343 ± 0.05036758809228523 , 0.6490420780324595 ± 0.040767263528482416 , 0.006796875 ± 0.0022012768 , -7.0 ± 3.5777087639996634 , 7.0 ± 3.5777087639996634 , -63.0 ± 42.71299568047177 , 63.0 ± 42.71299568047177 , -1.4 ± 4.029888335921977 , 3.4 ± 2.576819745345025 , -1.2 ± 0.7483314773547883 , 1.2 ± 0.7483314773547883
fold 10,  0.45917619504701507 ± 0.10365054046217127 , 0.6223912148970288 ± 0.09848488215777142 , 0.7479891074845704 ± 0.06561413971264027 , 0.5612833098790229 ± 0.1577402221910632 , 0.6223912148970288 ± 0.09848488215777135 , 0.01308203 ± 0.0073975534 , -11.0 ± 9.654014708917737 , 13.0 ± 6.723094525588644 , -153.8 ± 113.06882859568326 , 156.6 ± 109.1578673298448 , 3.2 ± 6.4 , 5.6 ± 4.454211490264017 , -2.6 ± 2.8000000000000003 , 2.6 ± 2.8000000000000003

DeepLabV3 timm-resnest101e jaccard
fold 1,  0.541459523136972 ± 0.10878905090319876 , 0.695871273076825 ± 0.0944414402352891 , 0.7131347196580154 ± 0.09738499982089893 , 0.6820527717234397 ± 0.0992481181291401 , 0.6958712730768251 ± 0.09444144023528914 , 0.016921874 ± 0.01117247 , -4.0 ± 7.293833011524188 , 6.0 ± 5.761944116355173 , -70.6 ± 99.32693491697003 , 85.4 ± 86.93123719354281 , 1.8 ± 5.1146847410177685 , 4.2 ± 3.4292856398964493 , -0.8 ± 0.7483314773547883 , 0.8 ± 0.7483314773547883
fold 2,  0.5328484369629989 ± 0.0714486064689752 , 0.692511201516665 ± 0.05858632924129817 , 0.7875301589025855 ± 0.05605590140926717 , 0.6249063182488754 ± 0.08493792187262321 , 0.692511201516665 ± 0.058586329241298175 , 0.014955078 ± 0.0059312666 , -6.0 ± 5.761944116355173 , 7.6 ± 3.3823069050575527 , -104.6 ± 70.44032935754915 , 104.6 ± 70.44032935754915 , 2.2 ± 3.124099870362662 , 3.4 ± 1.7435595774162693 , -1.6 ± 1.019803902718557 , 1.6 ± 1.019803902718557
fold 3,  0.5888432484729502 ± 0.11259855911338192 , 0.7341370760584206 ± 0.10000193511339778 , 0.7942495558147197 ± 0.04766535806422679 , 0.6971003299666727 ± 0.14315556241601524 , 0.7341370760584206 ± 0.10000193511339786 , 0.021572266 ± 0.017290335 , -17.4 ± 20.22473732833136 , 17.4 ± 20.22473732833136 , -299.6 ± 234.62446590242882 , 299.6 ± 234.62446590242882 , -2.0 ± 2.280350850198276 , 2.0 ± 2.280350850198276 , -3.2 ± 3.919183588453085 , 3.2 ± 3.919183588453085
fold 4,  0.4910175918410702 ± 0.10851090274982486 , 0.6515020924158266 ± 0.09818704544172711 , 0.666324627590231 ± 0.07970265263483448 , 0.6523104969127396 ± 0.1386547274694948 , 0.6515020924158266 ± 0.09818704544172711 , 0.024285156 ± 0.006100708 , -0.2 ± 12.512393855693642 , 10.2 ± 7.249827584156743 , -98.4 ± 110.81804907143963 , 126.8 ± 76.71349294615648 , 3.8 ± 8.158431221748454 , 7.0 ± 5.656854249492381 , -0.6 ± 1.7435595774162693 , 1.4 ± 1.2
fold 5,  0.5286639428793919 ± 0.0446683939692095 , 0.6905101704802208 ± 0.03963141908805266 , 0.7561533441810249 ± 0.026700833655624465 , 0.6424411358406753 ± 0.07927504306118886 , 0.6905101704802209 ± 0.03963141908805268 , 0.018107422 ± 0.0060657104 , -3.0 ± 4.0 , 3.8 ± 3.2496153618543846 , -83.2 ± 124.61845770189905 , 108.0 ± 103.86529738079028 , 0.2 ± 3.54400902933387 , 2.6 ± 2.4166091947189146 , -0.4 ± 0.48989794855663565 , 0.4 ± 0.48989794855663565
fold 6,  0.3849217743605166 ± 0.14108491665226283 , 0.5393345477918068 ± 0.1628829167011134 , 0.7094296801536082 ± 0.1687251357610751 , 0.5056950008121277 ± 0.19122654037651007 , 0.5393345477918068 ± 0.16288291670111343 , 0.009636718 ± 0.0056673624 , -3.6 ± 8.138795979750322 , 7.6 ± 4.6303347611160905 , -22.4 ± 84.74337732236071 , 76.4 ± 42.96789499149335 , -3.4 ± 6.1838499334961226 , 5.0 ± 4.979959839195493 , 0.2 ± 1.6 , 1.0 ± 1.2649110640673518
fold 7,  0.4718859026769054 ± 0.09343670516441799 , 0.6355217955902153 ± 0.08961277960375769 , 0.6603432913844962 ± 0.17066129491969806 , 0.6658866973991515 ± 0.10299183988300813 , 0.6355217955902153 ± 0.08961277960375767 , 0.019035157 ± 0.011181636 , -5.2 ± 2.785677655436824 , 5.2 ± 2.785677655436824 , -52.6 ± 185.09737977616 , 163.8 ± 100.98197859024154 , 0.8 ± 8.009993757800315 , 6.0 ± 5.366563145999495 , 0.2 ± 1.1661903789690602 , 1.0 ± 0.6324555320336759
fold 8,  0.5257979166272134 ± 0.042576366154518916 , 0.6882006073162789 ± 0.03619919015074404 , 0.7607906461432 ± 0.0767317268258532 , 0.6343845193213767 ± 0.04616431710989249 , 0.6882006073162789 ± 0.036199190150744076 , 0.0079375 ± 0.0034015477 , -7.6 ± 0.8 , 7.6 ± 0.8 , -47.2 ± 38.664712594302316 , 47.2 ± 38.664712594302316 , -0.2 ± 2.4819347291981715 , 2.2 ± 1.16619037896906 , -1.6 ± 0.8 , 1.6 ± 0.8
fold 9,  0.5075723809191214 ± 0.03403196505336393 , 0.6726933962962358 ± 0.02970404980469239 , 0.7007804613765296 ± 0.04879228966782944 , 0.6494735736136997 ± 0.03549366368755069 , 0.6726933962962357 ± 0.029704049804692424 , 0.006914063 ± 0.0024089483 , -8.2 ± 5.74108003776293 , 8.2 ± 5.74108003776293 , -50.0 ± 44.801785678698124 , 50.4 ± 44.35132467018319 , -4.2 ± 6.675327707311455 , 5.8 ± 5.344155686354955 , -0.8 ± 0.7483314773547883 , 0.8 ± 0.7483314773547883
fold 10,  0.4549333303704697 ± 0.11576047552602167 , 0.6167342448563239 ± 0.10871686320919924 , 0.6963089945825869 ± 0.037570136639035724 , 0.5800287808801876 ± 0.17389836456738958 , 0.6167342448563239 ± 0.10871686320919918 , 0.013878906 ± 0.008211378 , -11.4 ± 9.58331884056875 , 13.0 ± 7.26636084983398 , -165.2 ± 146.28793525099738 , 169.6 ± 141.16316800072178 , 2.8 ± 6.764613810115105 , 4.4 ± 5.851495535331118 , -2.6 ± 3.3823069050575527 , 3.0 ± 3.03315017762062

DeepLabV3+ timm-resnest101e jaccard
fold 1,  0.555621861168745 ± 0.1096380158815325 , 0.7077552686149254 ± 0.0934770653221757 , 0.7359138587944423 ± 0.10743169076370683 , 0.6845355816323314 ± 0.08623355462948956 , 0.7077552686149254 ± 0.09347706532217569 , 0.01646875 ± 0.011725332 , -3.6 ± 7.4993333037010705 , 6.8 ± 4.791659420284375 , -87.4 ± 112.39857650344155 , 103.4 ± 97.88074376505318 , 2.0 ± 4.147288270665544 , 2.8 ± 3.655133376499413 , -1.0 ± 1.0954451150103321 , 1.4 ± 0.4898979485566356
fold 2,  0.5407564557139605 ± 0.04656668096930274 , 0.7008004061333002 ± 0.03758449725419346 , 0.7638796947355404 ± 0.039586307439014694 , 0.6481880034886196 ± 0.042387878136260874 , 0.7008004061333003 ± 0.03758449725419345 , 0.015322266 ± 0.0062831403 , -3.4 ± 5.4258639865002145 , 5.4 ± 3.4409301068170506 , -73.8 ± 24.991198450654583 , 73.8 ± 24.991198450654583 , 3.4 ± 4.586937976471886 , 5.4 ± 1.8547236990991407 , -1.6 ± 1.2000000000000002 , 1.6 ± 1.2000000000000002
fold 3,  0.5944426732500578 ± 0.10789110749242553 , 0.739277228493392 ± 0.09412033356620482 , 0.782635885562466 ± 0.0656064056820467 , 0.7128238722410438 ± 0.1363382808178453 , 0.739277228493392 ± 0.09412033356620478 , 0.021757813 ± 0.017689252 , -18.2 ± 16.28987415543779 , 18.2 ± 16.28987415543779 , -281.4 ± 166.10671268795852 , 281.4 ± 166.10671268795852 , 0.2 ± 1.1661903789690602 , 1.0 ± 0.6324555320336759 , -3.4 ± 2.4166091947189146 , 3.4 ± 2.4166091947189146
fold 4,  0.46406511254511307 ± 0.117214564470967 , 0.6249172282645865 ± 0.11292286096203698 , 0.6675904452181667 ± 0.08508179412558102 , 0.59531236138371 ± 0.13842146104757688 , 0.6249172282645865 ± 0.11292286096203699 , 0.024777343 ± 0.006252793 , -5.0 ± 10.353743284435827 , 10.6 ± 4.454211490264017 , -184.2 ± 120.65056982874138 , 184.2 ± 120.65056982874138 , 0.8 ± 7.678541528180986 , 6.8 ± 3.6551333764994136 , -1.2 ± 1.4696938456699071 , 1.6 ± 1.019803902718557
fold 5,  0.5228532455353088 ± 0.05913369593883325 , 0.6846488416706644 ± 0.052236064629639006 , 0.7701095748727307 ± 0.028912935125451993 , 0.6236689163263163 ± 0.08568045845325653 , 0.6846488416706644 ± 0.05223606462963896 , 0.018314455 ± 0.0071879816 , -2.2 ± 3.4292856398964493 , 3.8 ± 1.469693845669907 , -71.8 ± 110.0552588475444 , 95.4 ± 90.36725070510887 , 3.0 ± 0.6324555320336759 , 3.0 ± 0.6324555320336759 , -0.4 ± 0.48989794855663565 , 0.4 ± 0.48989794855663565
fold 6,  0.4760117026785524 ± 0.11457503079243274 , 0.6367625892845039 ± 0.10637347549377328 , 0.6885232529900625 ± 0.1208546670913172 , 0.6453871826983086 ± 0.1824836350957129 , 0.6367625892845039 ± 0.10637347549377328 , 0.0086386725 ± 0.004593236 , -1.2 ± 6.49307323229917 , 5.2 ± 4.069397989875161 , -1.2 ± 57.89784106510363 , 50.8 ± 27.802158189608228 , 1.6 ± 4.029888335921977 , 4.0 ± 1.6733200530681511 , 0.0 ± 1.0954451150103321 , 0.8 ± 0.7483314773547883
fold 7,  0.47242213978660946 ± 0.09637946535686576 , 0.6355279905556921 ± 0.09440420572668015 , 0.6335019164515933 ± 0.18300413632184745 , 0.7062093943708369 ± 0.10650589125575666 , 0.6355279905556921 ± 0.09440420572668012 , 0.02024414 ± 0.011711627 , -5.4 ± 3.773592452822642 , 5.8 ± 3.124099870362662 , -35.6 ± 250.61572177339553 , 200.0 ± 155.16313995276067 , -1.4 ± 7.49933330370107 , 6.6 ± 3.826225293941798 , 0.2 ± 0.4 , 0.2 ± 0.4
fold 8,  0.5470966859967454 ± 0.0613056081036299 , 0.7052298669943549 ± 0.05114789680095248 , 0.7774987683597893 ± 0.06040495986937668 , 0.6465312979088302 ± 0.05240607920594875 , 0.705229866994355 ± 0.05114789680095248 , 0.0072792964 ± 0.0028742582 , -4.6 ± 3.0066592756745814 , 4.6 ± 3.0066592756745814 , -51.6 ± 30.276063152266016 , 51.6 ± 30.276063152266016 , -0.6 ± 3.0724582991474434 , 2.6 ± 1.7435595774162693 , -0.6 ± 1.2 , 1.0 ± 0.8944271909999159
fold 9,  0.479670529398503 ± 0.04344433368250962 , 0.6471865900757466 ± 0.039551930324225354 , 0.738502890182368 ± 0.04469226919758744 , 0.5762384879847882 ± 0.03724840559653301 , 0.6471865900757465 ± 0.0395519303242253 , 0.0069628903 ± 0.0026815701 , -8.8 ± 6.462197768561405 , 8.8 ± 6.462197768561405 , -77.0 ± 41.5066259770654 , 77.0 ± 41.5066259770654 , -4.4 ± 4.317406628984581 , 4.4 ± 4.317406628984581 , -1.2 ± 0.7483314773547883 , 1.2 ± 0.7483314773547883
fold 10,  0.46887273587182954 ± 0.09903092244851829 , 0.6322466608692161 ± 0.09161461001480421 , 0.7106998008959703 ± 0.06398673862544407 , 0.608762431249417 ± 0.18290799299369884 , 0.6322466608692161 ± 0.09161461001480421 , 0.013478516 ± 0.0073851254 , -9.0 ± 7.720103626247513 , 11.0 ± 4.427188724235731 , -105.0 ± 88.98089682622894 , 118.6 ± 69.83294351522066 , 5.4 ± 9.478396488858229 , 7.4 ± 8.01498596380555 , -2.6 ± 3.2619012860600183 , 2.6 ± 3.2619012860600183

