 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,2,206,18.3137,278.9361
2,44,195,26.7279,281.3675
3,68,207,3.4142,0
4,136,180,41.8701,0
5,157,148,17.0711,0
6,157,148,15.6476,0
7,164,137,15.2624,0
8,174,134,13.0711,0
9,164,137,11.2426,0
10,174,134,2.8284,0
11,202,145,10.8995,0
12,220,94,4.4142,0
13,229,141,6.6569,0
14,274,93,2.8284,0
15,313,104,10.6569,0
16,299,108,5,0
17,306,110,2.8284,0
