 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,159,17.6569,171.8234
2,9,169,16.0711,606.1026
3,18,161,3.4142,80.4558
4,2,265,12.6569,416.0193
5,14,319,14.4853,0
6,17,305,3.8284,0
7,25,140,13.0711,0
8,23,157,8.2426,0
9,33,151,6.8284,0
10,22,151,5.8284,0
11,18,154,5.2426,0
12,22,290,6,0
13,29,248,6.4142,0
14,35,310,5.2426,0
15,45,116,2.4142,0
16,48,263,1.4142,0
17,62,143,12.0711,0
18,65,283,9.6569,0
19,73,94,6.2426,0
20,75,73,2,0
21,78,227,9.8284,0
22,81,316,2.4142,0
23,90,60,7.6569,0
24,94,53,4.4142,0
25,101,55,5.8284,0
26,106,177,16.4853,0
27,111,221,9.4142,0
28,123,126,5.4142,0
29,126,173,17.8284,0
30,128,127,5.2426,0
31,134,113,15.7279,0
32,136,217,6,0
33,141,204,1,0
34,142,94,14.4853,0
35,142,101,6.2426,0
36,152,110,7.6569,0
37,161,168,6.8284,0
38,163,122,9.4853,0
39,165,119,20.3848,0
40,168,177,6.8284,0
41,175,115,5.8284,0
42,177,143,16.4142,0
43,184,119,22.7279,0
44,185,296,7.4142,0
45,204,249,3.8284,0
46,207,89,8.2426,0
47,211,129,4.8284,0
48,213,98,3.8284,0
49,213,315,2,0
50,241,113,5.2426,0
51,265,267,6.2426,0
52,270,264,6.2426,0
53,278,265,5.2426,0
54,270,264,4.8284,0
55,278,293,9.6569,0
56,293,281,6,0
