 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,26,221,13.0711,97.3553
2,32,199,1,332.0366
3,36,181,37.3137,0
4,62,211,3.4142,0
5,112,157,18.3137,0
6,115,160,16.3137,0
7,141,148,15.4853,0
8,97,163,13.2426,0
9,135,142,10.0711,0
10,113,164,6.8284,0
11,109,160,5.6569,0
12,109,160,4.2426,0
13,112,157,4.2426,0
14,124,148,4,0
15,111,166,2.8284,0
