 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,113,104,5.4142,301.066
2,134,45,17.5563,56.5563
3,138,242,24.3137,245.7523
4,141,260,9.4142,0
5,153,131,6.2426,0
6,169,306,19.5563,0
7,170,123,5.8284,0
8,178,244,8.4142,0
9,211,310,11.0711,0
10,239,228,2,0
