 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,71,115,38.1421,425.8356
2,71,121,12.4142,0
3,72,81,5.8284,0
4,72,134,5.4142,0
5,75,159,13.8995,0
6,74,151,11.2426,0
7,87,147,4.2426,0
8,76,145,6.8284,0
9,78,89,11.6569,0
10,86,132,10.2426,0
11,89,141,5.4142,0
12,90,96,73.8701,0
13,95,152,10.0711,0
14,105,145,4.8284,0
15,101,143,2,0
16,96,107,39.9706,0
17,146,119,16.6569,0
18,131,120,2,0
19,97,156,10.6569,0
20,106,184,3.8284,0
21,111,121,6.8284,0
22,112,129,3.4142,0
23,112,176,5.2426,0
24,120,189,9.0711,0
25,124,85,14.8995,0
26,129,190,2.8284,0
27,134,193,6.2426,0
28,145,97,7.6569,0
29,148,193,9.6569,0
30,159,207,4.8284,0
31,164,234,3.4142,0
32,168,110,31.9706,0
33,175,232,11.2426,0
34,184,241,5.8284,0
35,184,248,8.0711,0
36,196,231,45.3137,0
37,208,185,17.4853,0
38,216,135,7.8284,0
39,230,149,7.6569,0
40,235,152,6.8284,0
