 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,41,155,12.0711,123.4264
2,50,161,11.4853,0
3,50,167,6.8284,0
4,42,180,7.8284,0
5,93,149,42.2132,0
6,126,167,24.0711,0
7,103,158,4.4142,0
8,103,163,2.8284,0
9,111,204,5.4142,0
10,116,190,6.6569,0
11,118,113,5.8284,0
12,126,177,5.8284,0
13,132,168,6.4142,0
14,134,115,7.4142,0
