 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,49,151,12.2426,340.4214
2,63,155,6.8284,355.8944
3,60,147,3,193.5685
4,53,261,5.8284,0
5,70,184,4.8284,0
6,74,228,9.6569,0
7,79,271,1,0
8,80,259,5,0
9,85,269,7.8284,0
10,92,192,7.2426,0
11,95,208,2,0
12,97,230,3.4142,0
13,97,283,4.8284,0
14,99,291,3.8284,0
15,102,50,7.2426,0
16,111,151,7.2426,0
17,114,296,11.6569,0
18,133,262,11.2426,0
19,163,89,6.2426,0
20,168,139,30.5563,0
21,198,130,21.8995,0
22,190,135,9.2426,0
23,184,264,5.2426,0
24,189,185,10.2426,0
25,203,204,2,0
26,203,266,22.7279,0
27,236,197,4.4142,0
28,241,155,31.3137,0
29,244,191,2.4142,0
