 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,82,129,9.4853,268.865
2,83,222,4,144.6985
3,89,214,12.6569,0
4,92,114,4.4142,0
5,96,65,24.3848,0
6,96,233,2.4142,0
7,102,226,7.2426,0
8,105,183,5.8284,0
9,106,239,5.2426,0
10,144,233,4.8284,0
11,148,238,3,0
12,149,234,2.8284,0
13,151,64,8.2426,0
14,153,175,4.4142,0
15,153,240,25.5563,0
16,159,251,10.8284,0
17,162,200,24.8995,0
18,174,179,5.4142,0
19,168,175,3.4142,0
20,181,153,8.4142,0
21,183,160,7,0
22,192,159,29.0711,0
23,204,163,12.2426,0
