 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,80,153,22.3137,306.8234
2,106,163,8.6569,0
3,99,158,2,0
4,158,145,9.6569,0
5,188,203,10.2426,0
6,199,203,6.4142,0
7,203,218,2.4142,0
8,223,214,5.4142,0
9,230,207,7,0
10,234,196,8.0711,0
11,239,208,11.0711,0
