 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,60,203,9.6569,1024.2519
2,68,179,12.0711,177.7817
3,68,192,5.8284,19.2426
4,74,71,2.4142,86.9706
5,85,91,2.8284,72.799
6,94,299,5.4142,168.397
7,95,283,4,0
8,97,29,6.2426,0
9,99,84,15.6569,0
10,111,90,6.8284,0
11,117,83,4.4142,0
12,106,236,5.4142,0
13,112,160,14.4142,0
14,117,108,8.6569,0
15,120,78,52.6985,0
16,121,185,4.8284,0
17,124,66,5.4142,0
18,132,102,4.8284,0
19,138,80,3.8284,0
20,139,153,2,0
21,147,163,5.8284,0
22,151,216,13.6569,0
23,151,234,9.0711,0
24,160,250,3,0
25,168,60,2,0
26,177,73,3,0
27,179,85,4.4142,0
28,200,85,4.8284,0
29,205,206,7.8284,0
30,208,184,4.8284,0
31,210,170,6.6569,0
32,215,73,2.8284,0
33,215,115,7.4142,0
34,218,67,6.8284,0
35,224,123,10.6569,0
36,228,115,18.4853,0
37,231,189,4.4142,0
38,235,177,3.8284,0
39,237,119,3.8284,0
40,247,63,23.8284,0
41,241,104,20.4853,0
42,255,89,9.2426,0
43,242,217,11.2426,0
44,249,59,8.6569,0
45,253,205,7.4142,0
46,263,105,4.8284,0
47,264,209,5.4142,0
48,271,100,10.6569,0
49,276,234,2.8284,0
50,278,87,13.7279,0
51,295,155,10.6569,0
52,295,318,32.3848,0
53,296,225,4.4142,0
54,298,169,6,0
55,303,201,7.6569,0
56,304,186,8.2426,0
57,304,209,4.4142,0
58,306,161,18.4853,0
