 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,284,8.4142,25.2426
2,11,305,14.8995,249.267
3,13,319,9.6569,89.6274
4,20,292,5.8284,0
5,27,306,4.2426,0
6,37,296,4.4142,0
7,41,268,8.6569,0
8,48,309,1.4142,0
9,49,270,8.4142,0
10,76,36,4,0
11,90,42,6.4142,0
12,91,98,11.2426,0
13,93,34,36.8701,0
14,99,42,4.8284,0
15,106,44,4.8284,0
16,114,44,6.8284,0
17,116,60,3.4142,0
18,122,44,12.2426,0
19,129,9,8.0711,0
20,134,63,5.4142,0
21,137,142,5.8284,0
22,144,59,3,0
23,145,32,7.2426,0
24,152,20,5.8284,0
25,166,72,11.8995,0
26,168,84,10.2426,0
27,156,83,3.8284,0
28,160,3,20.8995,0
