 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,1,313,3.4142,82.8701
2,4,304,5.8284,501.0315
3,9,285,4.8284,173.0833
4,14,274,5.4142,0
5,16,46,11.0711,0
6,33,82,3,0
7,37,267,9.4142,0
8,42,35,1.4142,0
9,58,288,8.4142,0
10,48,290,3.8284,0
11,50,285,2,0
12,50,282,5.4142,0
13,52,297,9.6569,0
14,69,266,7,0
15,60,264,2.8284,0
16,62,268,2,0
17,76,227,39.7696,0
18,108,194,8.6569,0
19,130,156,2.4142,0
20,141,176,5.4142,0
21,167,139,3.4142,0
22,168,133,18.8284,0
23,171,106,16.2426,0
24,174,124,11.2426,0
25,179,104,4,0
26,180,96,16.8284,0
27,182,115,18.2426,0
28,186,91,13.8284,0
29,190,131,10.0711,0
30,202,2,8.4142,0
31,220,82,3,0
32,227,77,11.6569,0
33,245,57,2.8284,0
34,315,128,10.8284,0
35,316,120,2.8284,0
