 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,7,204,5,125.6985
2,15,217,24.2132,6.4142
3,18,220,40.9411,120.7401
4,22,174,3.8284,315.9949
5,23,252,39.4142,0
6,25,258,37,0
7,43,263,6.8284,0
8,49,290,5.8284,0
9,52,237,5,0
10,96,258,32,0
11,97,233,4.8284,0
12,105,229,6.2426,0
13,109,269,5.8284,0
14,113,240,23.3137,0
15,114,254,12,0
16,114,293,6.6569,0
17,118,267,7.8284,0
18,127,281,13.7279,0
19,131,120,4.2426,0
20,131,141,39.4853,0
21,135,290,7.6569,0
22,136,236,3.4142,0
23,142,124,14.6569,0
24,146,109,20.7279,0
25,146,215,8,0
26,147,229,3,0
27,149,88,4.4142,0
28,149,190,17.4853,0
29,154,123,5.8284,0
30,162,297,13.2426,0
31,164,156,4.2426,0
32,165,99,5.8284,0
33,168,121,1,0
34,171,203,4.2426,0
35,176,106,10.4853,0
36,176,272,25.799,0
37,178,256,27.2132,0
38,187,68,6.6569,0
39,188,202,4.4142,0
40,193,59,6.2426,0
41,196,237,2.4142,0
42,197,48,5.4142,0
43,198,167,14.8284,0
44,199,160,1,0
45,200,190,4,0
46,202,202,29.6569,0
47,210,235,4.2426,0
48,214,53,5.4142,0
49,219,57,12.0711,0
50,220,157,20.4853,0
51,273,173,18.8995,0
52,250,162,9.4853,0
53,242,159,9.2426,0
54,250,154,8.8284,0
55,259,171,3.8284,0
56,246,70,6.2426,0
57,247,83,8.4853,0
58,247,99,15.2426,0
59,252,173,25.7279,0
60,254,135,16.4853,0
61,262,147,7.8284,0
62,272,145,10.6569,0
63,282,176,7.2426,0
64,291,315,2.4142,0
65,310,289,5.2426,0
