 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,1,194,2,489.0782
2,5,83,6.8284,59.5563
3,20,190,5,313.5219
4,25,217,12.4853,207.7817
5,33,237,26.7279,86.2843
6,46,144,3.4142,190.397
7,75,118,11.0711,112.0122
8,111,240,5.2426,36.0711
9,123,227,4.4142,0
10,126,256,14.8995,0
11,130,183,2.8284,0
12,132,203,2.8284,0
13,135,159,4.8284,0
14,141,201,4.4142,0
15,142,80,1.4142,0
16,144,161,5.8284,0
17,144,254,30.9706,0
18,144,288,5.8284,0
19,146,279,7.4142,0
20,148,86,9.6569,0
21,150,187,5.8284,0
22,151,229,10.8995,0
23,156,166,4.8284,0
24,158,90,14.3137,0
25,158,108,4,0
26,158,201,12.3137,0
27,162,216,12.8995,0
28,163,156,8.8284,0
29,164,115,8.8284,0
30,167,291,4,0
31,169,168,4.8284,0
32,171,124,5.8284,0
33,174,81,1.4142,0
34,174,176,4.4142,0
35,177,202,10.0711,0
36,179,211,4.2426,0
37,180,129,5.2426,0
38,180,295,3,0
39,196,96,3.8284,0
40,204,219,4.8284,0
41,220,115,4.8284,0
42,220,272,7.2426,0
43,223,124,1,0
44,227,246,5.4142,0
45,228,84,14.2426,0
46,228,102,7.2426,0
47,231,159,15.1421,0
48,233,119,4.4142,0
49,235,124,6,0
50,235,194,4.4142,0
51,236,188,11.4853,0
52,239,137,5.8284,0
53,240,182,14.4853,0
54,252,177,11.8284,0
55,259,191,8.2426,0
56,244,43,5.4142,0
57,246,245,8.2426,0
58,249,14,5.4142,0
59,253,16,5.8284,0
60,253,201,10.6569,0
61,254,42,6.2426,0
62,254,94,5.4142,0
63,263,152,6.4142,0
64,267,198,13.0711,0
65,268,14,9.0711,0
66,271,33,3.8284,0
67,278,187,14.8284,0
68,281,205,7.6569,0
69,282,92,31.7279,0
70,283,9,7.2426,0
71,283,42,5.8284,0
72,289,172,15.8995,0
73,289,197,15,0
74,290,147,4.8284,0
75,298,27,7.6569,0
76,302,185,3.4142,0
77,304,145,9.2426,0
78,309,197,6,0
79,314,182,6.2426,0
