 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,25,250,36.4853,170.5391
2,54,194,16.4853,116.0122
3,56,238,3,53.4853
4,57,260,4.8284,0
5,84,191,20.2426,0
6,58,191,8.2426,0
7,65,185,3,0
8,69,208,13.8995,0
9,69,269,8,0
10,85,210,2.4142,0
11,89,203,18.3137,0
12,92,208,4.4142,0
13,123,248,15.2426,0
14,119,235,5.8284,0
15,117,228,4.8284,0
16,124,228,3.8284,0
17,116,234,3.4142,0
18,124,256,9.8284,0
19,131,205,3.8284,0
20,143,200,12.2426,0
21,153,188,3.4142,0
22,168,248,14.4853,0
23,156,243,12.8995,0
24,162,238,3.4142,0
25,160,225,15.0711,0
26,161,208,2.8284,0
27,174,258,4.4142,0
28,180,232,6.8284,0
29,183,257,10.4142,0
30,199,241,13.0711,0
31,190,240,6.8284,0
32,194,240,6.8284,0
33,192,230,4,0
