 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,62,121,32.6274,254.2376
2,63,147,4,0
3,76,154,13.0711,0
4,92,159,7.2426,0
5,82,153,5.8284,0
6,83,158,3.8284,0
7,85,258,5,0
8,172,211,46.1127,0
