 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,20,134,3.8284,99.7696
2,23,114,5.8284,166.6396
3,25,56,5.8284,988.3107
4,29,145,2,0
5,32,13,5.8284,0
6,43,10,10.2426,0
7,36,0,5.8284,0
8,37,7,2.4142,0
9,36,36,10.4142,0
10,38,131,6.2426,0
11,41,211,1,0
12,44,90,16.6569,0
13,46,128,4.8284,0
14,50,310,5.8284,0
15,51,236,13.0711,0
16,53,11,5.2426,0
17,54,221,3.8284,0
18,60,227,3.8284,0
19,63,314,3,0
20,69,172,4,0
21,78,8,3.4142,0
22,82,307,3.8284,0
23,85,287,35.1421,0
24,88,77,5.8284,0
25,95,299,4.8284,0
26,102,77,3.8284,0
27,104,6,2,0
28,109,245,3,0
29,110,65,2.8284,0
30,113,220,8.2426,0
31,113,241,3.8284,0
32,116,108,6.8284,0
33,121,71,11.4853,0
34,121,222,3.4142,0
35,123,62,9.0711,0
36,124,233,3.8284,0
37,131,82,4.4142,0
38,133,181,2.8284,0
39,135,200,6.6569,0
40,137,21,3.4142,0
41,142,259,3.4142,0
42,143,266,2.4142,0
43,146,103,5.8284,0
44,147,245,11.0711,0
45,149,86,3.4142,0
46,161,69,2.8284,0
47,161,94,7.2426,0
48,165,77,24.3137,0
49,165,142,1.4142,0
50,165,220,5.4142,0
51,168,59,5.2426,0
52,171,71,12.0711,0
53,195,162,6.2426,0
54,197,60,4.4142,0
55,199,86,4,0
56,208,137,7.8284,0
57,216,87,2.8284,0
58,220,128,3.4142,0
59,230,159,2.4142,0
60,233,78,8.6569,0
61,236,134,4.2426,0
62,243,68,1.4142,0
63,249,66,4.2426,0
64,253,132,14.2426,0
65,260,152,5.6569,0
66,264,71,13.0711,0
67,265,129,17.7279,0
68,280,146,19.1421,0
69,281,127,3.8284,0
70,285,67,5.4142,0
71,285,105,3.8284,0
72,285,117,8.2426,0
73,290,143,4.4142,0
74,313,109,13.3137,0
75,294,106,11.0711,0
76,302,97,4.4142,0
77,294,164,2.4142,0
78,300,126,7.4142,0
79,302,70,4.8284,0
80,309,86,7.6569,0
