 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,41,191,5.4142,109.1127
2,41,212,13.4853,211.2254
3,63,222,9,44.0711
4,76,221,4,0
5,97,220,60.4853,0
6,113,193,18.2426,0
7,136,162,13.6569,0
8,117,154,9.2426,0
9,118,160,6.8284,0
10,150,151,7.0711,0
11,157,224,14.0711,0
12,191,186,1,0
13,195,152,14.2426,0
14,196,193,6.2426,0
15,200,159,8.4142,0
16,261,140,30.1421,0
17,230,157,9.0711,0
18,230,149,5.4142,0
