 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,81,285,64.598,145.598
2,22,242,26.8995,74.6985
3,41,211,26.0711,234.196
4,60,232,14.0711,219.6102
5,46,235,2.8284,162.6396
6,48,188,34.8701,0
7,74,256,4.8284,0
8,77,125,60.1838,0
9,77,149,6.2426,0
10,116,169,19.3137,0
11,87,155,15.4853,0
12,93,165,9.2426,0
13,110,161,6,0
14,120,279,3.8284,0
15,143,200,13.2426,0
16,150,142,16.2426,0
17,159,259,20.7279,0
18,175,147,52.8406,0
19,199,151,21.5563,0
20,210,55,10.0711,0
21,213,4,6.2426,0
22,224,269,9.6569,0
23,276,260,7.2426,0
