 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,77,148,7.2426,169.9533
2,117,110,4,0
3,126,115,14.8995,0
4,155,141,38.3137,0
5,167,157,3.4142,0
6,183,114,9.0711,0
