 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,158,8.6569,334.9655
2,4,151,3.4142,253.6934
3,0,152,2.4142,187.598
4,13,143,8.2426,274.6812
5,19,183,1.4142,90.9411
6,23,194,17.8995,61.3848
7,29,218,11.8284,0
8,34,174,5.2426,0
9,48,142,8.6569,0
10,62,143,3.4142,0
11,79,268,8,0
12,80,133,4,0
13,84,171,3,0
14,98,127,2.4142,0
15,102,115,5.2426,0
16,103,52,5.8284,0
17,113,57,14.0711,0
18,137,124,2.8284,0
19,138,285,9.2426,0
20,142,303,21.7279,0
21,147,266,3.8284,0
22,148,165,15.0711,0
23,149,172,7.4142,0
24,152,185,10.2426,0
25,158,307,6,0
26,161,200,9.6569,0
27,169,310,41.5269,0
28,170,222,18.4853,0
29,172,109,19.4853,0
30,178,123,4.4142,0
31,176,119,2,0
32,174,315,2.4142,0
33,176,27,25.4853,0
34,179,317,4.4142,0
35,186,87,10.4142,0
36,186,319,5,0
37,190,24,40.9706,0
38,194,217,10.0711,0
39,195,115,5.4142,0
40,201,155,4.4142,0
41,202,25,16.0711,0
42,206,20,7.2426,0
43,207,229,2.8284,0
44,208,172,2,0
45,210,44,15.2426,0
46,210,147,7.2426,0
47,210,164,10.8284,0
48,213,134,10.2426,0
49,215,9,6.4142,0
50,216,114,4,0
51,219,28,32.3848,0
52,222,22,32.5563,0
53,224,144,7.8284,0
54,224,164,5,0
55,225,125,2,0
56,226,247,5.2426,0
57,228,255,2.4142,0
58,229,18,16.2426,0
59,232,24,7.8284,0
60,232,153,6.2426,0
61,237,196,5.6569,0
62,237,261,5,0
63,239,273,5.8284,0
64,246,196,13.6569,0
65,250,127,2.8284,0
66,253,213,3.4142,0
67,253,296,5.2426,0
68,255,74,3,0
69,259,226,8.6569,0
70,263,127,1.4142,0
71,264,120,12.6569,0
72,269,247,10.6569,0
73,273,272,5.8284,0
74,273,304,3.4142,0
75,280,316,2.8284,0
76,281,133,3,0
77,288,318,4.8284,0
78,294,163,5.8284,0
79,295,147,5.4142,0
80,301,166,3.4142,0
81,312,261,7.2426,0
