 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,77,247,7.2426,43.7279
2,70,252,3.8284,65.0416
3,72,248,1,163.9117
4,108,208,12.6569,0
5,110,219,9.2426,0
6,133,187,3.4142,0
7,141,192,3.8284,0
8,159,174,13.6569,0
9,178,156,31.4558,0
10,188,154,19.7279,0
11,188,154,10.0711,0
12,197,147,3,0
13,201,114,4.4142,0
14,210,206,17.6569,0
15,221,172,35.9706,0
16,236,120,6.4142,0
