 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,38,8.6569,44.8995
2,0,86,33.8995,247.1838
3,3,33,7.6569,458.1198
4,5,8,6.4142,183.7107
5,5,74,5.2426,193.7107
6,15,45,14.3137,0
7,26,72,13.6569,0
8,20,62,7.2426,0
9,16,57,6.6569,0
10,27,57,4.4142,0
11,17,22,2,0
12,21,26,8.2426,0
13,26,18,4,0
14,34,177,22.1421,0
15,38,111,2.4142,0
16,42,151,6.8284,0
17,42,186,4.4142,0
18,43,119,2.8284,0
19,50,157,18.8995,0
20,52,146,10.8284,0
21,60,162,6.2426,0
22,62,173,17.5563,0
23,64,255,11.8284,0
24,68,70,2.4142,0
25,75,212,1,0
26,105,103,5.2426,0
27,108,183,18.0711,0
28,114,256,5.6569,0
29,120,235,1,0
30,127,257,4,0
31,128,245,3.8284,0
32,134,218,3.8284,0
33,141,262,15.8284,0
34,146,176,5.8284,0
35,147,192,3,0
36,148,222,3.8284,0
37,149,243,3.8284,0
38,157,222,2.8284,0
39,179,238,8.6569,0
40,197,215,3,0
41,198,113,2,0
42,227,149,19.8995,0
43,201,148,10.6569,0
44,209,157,7.4142,0
45,205,201,4.4142,0
46,207,249,50.8701,0
47,209,225,9.0711,0
48,212,201,3.8284,0
49,227,192,10.6569,0
50,227,213,10.8284,0
51,230,170,7.2426,0
52,230,249,11.4853,0
53,243,241,10.0711,0
54,262,223,6.6569,0
55,278,234,26.4853,0
56,279,140,4,0
57,294,147,5.4142,0
58,295,212,5.4142,0
59,301,153,6.2426,0
60,313,144,10.2426,0
61,316,207,5.2426,0
