 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,128,208,56.7696,62.8995
2,137,121,24.8995,170.0538
3,151,145,15.0711,0
4,154,119,19.3137,0
5,156,100,8.6569,0
6,162,164,28.3848,0
7,165,146,13.4853,0
8,177,141,2.8284,0
9,164,191,6.4142,0
10,166,227,30.3137,0
11,168,98,11.4142,0
12,168,108,6.4142,0
13,168,137,4.4142,0
14,170,195,6.6569,0
15,184,82,17.8995,0
16,188,176,20.8995,0
17,191,150,8.8284,0
18,196,151,8.8284,0
19,196,163,6.2426,0
20,206,72,19.1421,0
21,217,69,17.4853,0
22,216,87,3.4142,0
23,221,87,2,0
24,224,55,5.8284,0
25,224,119,3,0
26,234,85,2,0
27,243,95,4.8284,0
