 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,63,235,13.6569,187.5685
2,80,37,10.6569,226.6396
3,91,88,6.2426,281.1665
4,94,98,5.8284,0
5,95,111,7.6569,0
6,99,34,9,0
7,105,187,2.4142,0
8,110,105,4.4142,0
9,134,192,21.5563,0
10,134,192,19.3137,0
11,125,194,9.8284,0
12,131,199,8.8929,0
13,152,189,2.4142,0
14,128,236,57.1127,0
15,133,120,5.4142,0
16,224,248,24.3137,0
17,254,243,6.4142,0
18,265,305,6.4142,0
19,86,240,15.3137,0
