 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,79,52,5.8284,628.6762
2,86,46,12.8995,0
3,86,65,12.0711,0
4,93,97,12.4142,0
5,105,123,5.4142,0
6,107,104,5.4142,0
7,108,34,3.8284,0
8,118,125,11.8284,0
9,120,21,4.2426,0
10,123,284,3,0
11,132,129,6.4142,0
12,128,126,2.8284,0
13,124,129,2.4142,0
14,124,276,3.4142,0
15,130,263,4.2426,0
16,131,16,12.2426,0
17,135,4,11.8284,0
18,147,125,3,0
19,157,129,6.4142,0
20,197,209,6.8284,0
21,198,131,5.2426,0
22,200,153,5.2426,0
23,205,138,2.4142,0
24,206,163,15.4853,0
25,206,242,15.7279,0
26,208,181,12.6569,0
27,212,135,20.3137,0
28,247,195,16.4853,0
29,221,187,14.4853,0
30,215,186,6.4142,0
31,220,190,3.4142,0
32,232,186,3.4142,0
33,216,138,5.4142,0
34,229,155,7.8284,0
35,230,261,4.8284,0
36,237,116,4.4142,0
37,239,151,4.8284,0
