 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,95,100,19.7279,122.397
2,97,168,6.2426,499.2498
3,109,168,6.8284,187.2254
4,113,155,11.0711,0
5,123,202,4,0
6,127,160,8.0711,0
7,135,149,14.4853,0
8,139,231,2.8284,0
9,144,255,10.8284,0
10,147,154,7.8284,0
11,148,273,3.4142,0
12,151,93,8.0711,0
13,151,265,7.2426,0
14,156,227,12.8284,0
15,184,87,14.0711,0
16,167,71,13.8995,0
17,164,81,8.4142,0
18,169,235,1,0
19,174,235,3.4142,0
20,186,209,4.4142,0
21,188,168,1,0
22,191,83,5.2426,0
23,191,196,10.2426,0
24,191,298,23.8995,0
25,200,314,9.8284,0
26,205,319,7.6569,0
27,199,316,2.4142,0
28,204,306,2.4142,0
29,192,92,8.4142,0
30,192,101,12.0711,0
31,208,150,9.6569,0
32,199,149,3.4142,0
33,199,153,2.8284,0
34,203,240,1,0
35,204,299,13.4853,0
36,211,286,13.3137,0
37,219,271,5.4142,0
38,227,291,2.8284,0
39,244,21,9.8284,0
