 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,44,124,2,58.3137
2,72,131,19.4142,284.4386
3,97,118,6.6569,0
4,119,223,3.8284,0
5,129,231,1,0
6,131,205,10.2426,0
7,140,119,5.2426,0
8,140,234,4.4142,0
9,145,196,5,0
