 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,110,113,44.3553,163.8112
2,146,142,4.8284,34.0711
3,147,137,4.8284,0
4,124,97,4,0
5,183,133,5.4142,0
6,201,187,26.1421,0
7,220,218,14.4853,0
8,192,187,10.6569,0
9,218,208,7.4142,0
10,201,182,5,0
11,195,198,3.4142,0
12,201,211,7.2426,0
13,203,166,19.0711,0
14,224,221,7.4142,0
