 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,238,6.4142,35.2426
2,8,201,1,209.5685
3,44,96,6.4142,188.4975
4,131,87,3.4142,173.2254
5,154,142,3,0
6,181,136,23.6569,0
7,183,116,3,0
8,216,98,9.2426,0
9,274,89,36.3848,0
10,280,84,26.9706,0
