 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,88,91,6.2426,59.1421
2,92,100,4.4142,0
3,96,134,11.4853,0
4,97,114,8.2426,0
5,99,99,8.4142,0
6,102,113,9.6569,0
7,108,127,12.4142,0
8,118,114,4.4142,0
9,126,123,8.4142,0
10,133,130,6.4142,0
11,134,107,9,0
12,151,115,5,0
13,170,120,7,0
14,179,94,3.8284,0
