 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,79,28.6274,282.7523
2,23,112,17.6569,75.1421
3,25,98,6.8284,324.3381
4,0,168,45.9706,0
5,0,286,11.8284,0
6,2,236,5.4142,0
7,8,242,9.0711,0
8,13,219,8.2426,0
9,20,123,4,0
10,20,281,16.0711,0
11,38,265,10.6569,0
12,25,264,5.2426,0
13,27,270,3.8284,0
14,30,103,4.4142,0
15,30,215,13.6569,0
16,44,230,12.8995,0
17,31,222,6.8284,0
18,42,265,2.8284,0
19,44,181,40.6985,0
20,47,234,33.5563,0
21,66,192,3,0
22,71,137,8.6569,0
23,75,145,2.4142,0
24,71,144,2,0
25,71,197,13.7279,0
26,123,152,34.6274,0
27,126,158,8,0
28,128,177,13.3137,0
29,146,156,10.2426,0
30,155,81,38.9411,0
31,156,184,9.0711,0
32,164,174,21.0711,0
33,166,192,3.8284,0
34,181,75,7.2426,0
35,187,196,11.0711,0
36,190,191,14.2426,0
37,202,215,2.8284,0
38,203,183,25.1421,0
39,206,93,9.8284,0
40,216,189,11.2426,0
41,218,197,24.5563,0
42,230,158,6.8284,0
43,239,72,20.8284,0
44,233,106,15.6569,0
45,239,95,3.8284,0
46,240,103,3.8284,0
47,247,100,3.8284,0
48,251,108,16.7279,0
49,255,131,24.0711,0
50,257,110,10.6569,0
51,263,116,12.6569,0
52,274,116,10.8284,0
53,290,116,6.8284,0
54,287,121,4.2426,0
55,261,119,3.8284,0
56,260,114,3.8284,0
57,274,118,2,0
58,262,123,18.6569,0
