 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,76,113,80.0122,226.2254
2,81,187,48.5563,51.6569
3,122,202,8.2426,2.8284
4,125,185,4.8284,57.1421
5,150,225,23.0711,0
6,138,250,9.2426,0
7,144,254,9.2426,0
8,150,246,5,0
9,177,150,4.4142,0
10,179,203,26.799,0
11,207,231,16.3137,0
12,198,220,2.4142,0
13,193,130,11.2426,0
14,204,150,9.8284,0
