 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,101,154,21.7279,179.1249
2,109,70,1,165.5685
3,109,129,4,102.2132
4,113,113,29.2132,52.3137
5,138,14,3.4142,0
6,138,131,4.4142,0
7,139,72,5.8284,0
8,153,234,6,0
9,162,230,5.2426,0
10,161,235,2.4142,0
11,172,84,19.1421,0
12,155,81,11.8284,0
13,159,67,5.8284,0
14,160,133,8.6569,0
15,166,264,22.4853,0
16,167,218,6.8284,0
17,170,44,21.3137,0
18,173,44,3,0
19,173,169,8.8284,0
20,176,81,6.6569,0
21,178,155,5.4142,0
22,189,271,13.0711,0
23,193,223,5,0
24,194,246,5.4142,0
25,202,230,15.8995,0
26,202,283,2.4142,0
27,214,266,17.0711,0
28,216,234,4.8284,0
29,220,242,7.4142,0
30,222,285,10.0711,0
31,237,291,4.8284,0
