 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,0,39,7.2426,51.3137
2,21,79,34.3848,27.6569
3,49,38,16.4853,51.3848
4,61,48,4.8284,134.9411
5,57,51,2,107.3259
6,66,97,5.8284,109.2843
7,67,1,5.4142,101.7696
8,68,87,2.8284,0
9,75,110,5.8284,0
10,82,142,7.2426,0
11,84,137,4.8284,0
12,90,143,4.8284,0
13,85,113,7.4142,0
14,93,111,11.2426,0
15,90,94,8.4142,0
16,87,105,4.4142,0
17,87,130,7.8284,0
18,89,199,43.8995,0
19,91,12,9.8284,0
20,94,116,10.4853,0
21,122,180,5,0
22,124,162,10.2426,0
23,129,149,8.6569,0
24,168,186,33.4558,0
25,136,160,10.4853,0
26,138,169,4.4142,0
27,139,194,5.4142,0
28,145,187,2,0
29,145,199,17.5563,0
30,150,109,26.6274,0
31,157,93,10.4853,0
32,177,69,12.8284,0
33,170,80,9.6569,0
34,162,73,4.4142,0
35,171,188,35.2132,0
36,176,134,5.8284,0
37,189,140,21.4853,0
38,189,103,18.8995,0
39,182,103,12.8284,0
40,182,115,9.2426,0
41,182,115,4.2426,0
42,183,121,3.8284,0
43,196,207,19.1421,0
44,210,231,13.8284,0
45,212,218,2,0
46,201,186,10.8284,0
47,207,99,5.4142,0
48,230,183,27.0416,0
49,219,220,19.4853,0
50,209,202,4.4142,0
51,219,256,1,0
52,237,254,41.5269,0
53,266,291,9.4853,0
54,281,305,13.0711,0
55,318,286,2,0
56,212,112,26.8995,0
