 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,16,226,11.6569,796.529
2,30,225,5.8284,0
3,30,231,5.8284,0
4,69,248,19.9706,0
5,93,174,7.8284,0
6,121,254,22.5563,0
7,122,154,11.8284,0
8,136,135,1,0
9,189,193,33.8284,0
10,191,74,7.6569,0
11,221,113,14.6569,0
12,205,106,4.2426,0
13,206,111,2.8284,0
14,207,76,54.8406,0
15,233,199,16.0711,0
16,241,205,10.6569,0
17,250,198,24.3137,0
