 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,13,130,8.071,142.225
2,16,24,11.657,485.392
3,27,318,6.000,425.978
4,32,2,8.000,97.042
5,32,43,9.071,3.828
6,42,172,3.828,84.799
7,66,38,7.000,94.698
8,74,126,4.828,101.284
9,84,126,4.828,0.000
10,85,134,3.828,0.000
11,122,230,4.828,0.000
12,127,214,9.899,0.000
13,138,221,4.000,0.000
14,133,223,2.414,0.000
15,131,208,13.728,0.000
16,138,317,18.657,0.000
17,145,213,8.657,0.000
18,163,297,4.828,0.000
19,165,140,8.657,0.000
20,166,288,3.828,0.000
21,167,315,16.243,0.000
22,170,132,2.414,0.000
23,184,99,19.314,0.000
24,186,317,59.142,0.000
25,214,70,7.243,0.000
26,224,297,2.414,0.000
27,227,170,13.314,0.000
28,227,213,9.243,0.000
29,232,228,7.243,0.000
30,237,216,14.728,0.000
31,242,61,4.243,0.000
32,245,316,11.828,0.000
33,256,82,5.243,0.000
34,260,151,3.414,0.000
35,263,255,3.000,0.000
36,306,316,17.243,0.000
37,316,287,17.414,0.000
38,317,194,25.828,0.000
