 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,57,164,33.8995,441.2082
2,58,226,11.8284,0
3,89,239,24.5563,0
4,63,215,23.3848,0
5,72,230,5.8284,0
6,65,258,23.1421,0
7,67,240,8.2426,0
8,72,264,24.2132,0
9,76,197,3.4142,0
10,82,183,10.6569,0
11,83,206,16.8995,0
12,85,179,9.2426,0
13,86,223,1,0
14,91,200,6.2426,0
15,95,145,5.8284,0
16,99,262,2.4142,0
17,100,111,14.6569,0
18,101,135,10.4142,0
19,102,127,5.8284,0
20,106,122,7.8284,0
21,109,62,2.4142,0
22,110,70,12.2426,0
23,116,273,11.4853,0
24,121,276,7.4142,0
25,123,78,12.8284,0
26,127,268,6.8284,0
27,143,84,11.0711,0
28,130,90,10.6569,0
29,136,98,5.8284,0
30,130,264,7.2426,0
31,133,254,27.9706,0
32,136,241,16.7279,0
33,136,249,8.6569,0
34,145,236,4.8284,0
35,146,112,6.4142,0
36,183,98,31.5563,0
37,146,122,17.7279,0
38,156,116,8.0711,0
39,146,171,42.8701,0
40,169,136,4.8284,0
41,165,135,1,0
42,152,200,5.4142,0
43,154,102,25.7279,0
44,156,269,19.0711,0
45,157,235,19.1421,0
46,159,206,7,0
47,166,205,7.4142,0
48,175,269,11.0711,0
49,178,204,12.6569,0
