 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,30,277,41.799,241.9949
2,49,250,9.2426,285.9949
3,64,257,1,209.1249
4,76,277,9.8284,0
5,96,121,7.6569,0
6,97,100,8.6569,0
7,113,167,16.1421,0
8,141,68,18.8995,0
9,161,247,2,0
10,162,233,4.8284,0
11,162,240,3.8284,0
12,166,238,2.4142,0
13,164,84,10.0711,0
14,184,192,19.6569,0
15,195,123,2,0
16,198,168,1,0
17,198,204,4.4142,0
18,200,97,5.6569,0
19,210,109,7.8284,0
20,223,109,9,0
