 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,81,173,24.5563,136.8112
2,105,184,5.4142,13.6569
3,100,190,5,229.9117
4,100,226,7.6569,308.196
5,102,206,6.4142,0
6,109,147,4,0
7,113,228,6.4142,0
8,145,265,44.3137,0
9,160,314,14.3137,0
10,174,304,5.8284,0
11,169,300,4.8284,0
12,164,297,8.2426,0
13,229,164,52.0416,0
14,183,172,9.0711,0
15,183,183,4.4142,0
16,192,206,17.6569,0
17,212,58,41.3137,0
18,213,267,72.6985,0
19,217,174,27.3137,0
20,228,242,8.6569,0
21,247,44,4,0
22,252,296,4,0
23,277,205,39.3848,0
24,269,247,9.2426,0
25,262,242,5.2426,0
26,274,287,4.2426,0
27,277,81,2,0
28,289,260,31.8995,0
29,289,270,5.2426,0
30,293,91,3,0
31,297,277,10.8995,0
32,193,316,16.8995,0
