 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,121,65,14.8995,186.2965
2,143,39,14.4853,276.9655
3,147,290,1.4142,0
4,157,279,4.4142,0
5,165,221,2.8284,0
6,169,306,12.2426,0
7,227,244,1,0
8,228,253,3,0
9,259,263,15.8995,0
10,254,258,4.8284,0
11,258,255,2,0
