 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,78,210,23.1421,223.8112
2,101,121,3.4142,0
3,106,123,8.2426,0
4,137,174,7.8284,0
5,151,150,24.4853,0
