 ,coordinate x,coordinate y,Filopodia length pixels,Edge length pixels
1,121,251,3.4142,310.9239
2,142,155,4.8284,34.0711
3,145,92,2,205.468
4,145,251,3.4142,75.7279
5,146,196,6.4142,0
6,154,226,5.4142,0
7,158,233,9.4142,0
8,170,223,7,0
9,207,90,5.4142,0
10,216,59,7.2426,0
11,229,144,1.4142,0
12,245,69,3,0
13,246,127,4.2426,0
14,251,127,3.8284,0
15,249,131,2,0
16,263,188,17.3137,0
17,250,186,14.8995,0
18,244,195,12.4853,0
19,244,195,6.2426,0
20,263,150,3.8284,0
